review_tokens_stemmed,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
terima kasih,"{'classified_text': 'terima kasih [4]', 'tweet_text': ' terima kasih', 'sentence_score': ['terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4], terima kasih,['terima kasih [4]'],4,-1,positif
kali beli serum,"{'classified_text': 'kali beli serum', 'tweet_text': ' kali beli serum', 'sentence_score': ['kali beli serum'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",kali beli serum, kali beli serum,['kali beli serum'],1,-1,netral
bagus barang recomended,"{'classified_text': 'bagus [4] barang recomended', 'tweet_text': ' bagus barang recomended', 'sentence_score': ['bagus [4] barang recomended'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4] barang recomended, bagus barang recomended,['bagus [4] barang recomended'],4,-1,positif
bahan ringan gampang serap,"{'classified_text': 'bahan ringan gampang serap', 'tweet_text': ' bahan ringan gampang serap', 'sentence_score': ['bahan ringan gampang serap'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",bahan ringan gampang serap, bahan ringan gampang serap,['bahan ringan gampang serap'],1,-1,netral
terima kasih layan bantu maksimal toko barang selamat,"{'classified_text': 'terima kasih [4] layan bantu maksimal toko barang selamat [4]', 'tweet_text': ' terima kasih layan bantu maksimal toko barang selamat', 'sentence_score': ['terima kasih [4] layan bantu maksimal toko barang selamat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4] layan bantu maksimal toko barang selamat [4], terima kasih layan bantu maksimal toko barang selamat,['terima kasih [4] layan bantu maksimal toko barang selamat [4]'],4,-1,positif
proses terima barang panjanhmg awal salah terima kasih toko usaha hubung kurir barang selamat terima kasih sicepat tanggung moga pakai coba,"{'classified_text': 'proses terima barang panjanhmg awal salah [-4] terima kasih [4] toko usaha hubung kurir barang selamat [4] terima kasih [4] sicepat tanggung moga pakai coba', 'tweet_text': ' proses terima barang panjanhmg awal salah terima kasih toko usaha hubung kurir barang selamat terima kasih sicepat tanggung moga pakai coba', 'sentence_score': ['proses terima barang panjanhmg awal salah [-4] terima kasih [4] toko usaha hubung kurir barang selamat [4] terima kasih [4] sicepat tanggung moga pakai coba'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",proses terima barang panjanhmg awal salah [-4] terima kasih [4] toko usaha hubung kurir barang selamat [4] terima kasih [4] sicepat tanggung moga pakai coba, proses terima barang panjanhmg awal salah terima kasih toko usaha hubung kurir barang selamat terima kasih sicepat tanggung moga pakai coba,['proses terima barang panjanhmg awal salah [-4] terima kasih [4] toko usaha hubung kurir barang selamat [4] terima kasih [4] sicepat tanggung moga pakai coba'],4,-4,netral
mantap pakai banget jalan kirim banget,"{'classified_text': 'mantap [4] pakai banget jalan kirim banget', 'tweet_text': ' mantap pakai banget jalan kirim banget', 'sentence_score': ['mantap [4] pakai banget jalan kirim banget'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",mantap [4] pakai banget jalan kirim banget, mantap pakai banget jalan kirim banget,['mantap [4] pakai banget jalan kirim banget'],4,-1,positif
barang aman kirim cekoutnya dekat suka banget exp nya thanks avoskin,"{'classified_text': 'barang aman [4] kirim cekoutnya dekat suka [5] banget exp nya thanks avoskin', 'tweet_text': ' barang aman kirim cekoutnya dekat suka banget exp nya thanks avoskin', 'sentence_score': ['barang aman [4] kirim cekoutnya dekat suka [5] banget exp nya thanks avoskin'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",barang aman [4] kirim cekoutnya dekat suka [5] banget exp nya thanks avoskin, barang aman kirim cekoutnya dekat suka banget exp nya thanks avoskin,['barang aman [4] kirim cekoutnya dekat suka [5] banget exp nya thanks avoskin'],5,-1,positif
coba kali moga cocok,"{'classified_text': 'coba kali moga cocok [3]', 'tweet_text': ' coba kali moga cocok', 'sentence_score': ['coba kali moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",coba kali moga cocok [3], coba kali moga cocok,['coba kali moga cocok [3]'],3,-1,positif
barang aman tuju promo langsung beli xixixi cocok banget kulit ku kombinasi deh repurchase kali ya lupa,"{'classified_text': 'barang aman [4] tuju promo langsung beli xixixi cocok [4] banget kulit ku kombinasi deh repurchase kali ya lupa', 'tweet_text': ' barang aman tuju promo langsung beli xixixi cocok banget kulit ku kombinasi deh repurchase kali ya lupa', 'sentence_score': ['barang aman [4] tuju promo langsung beli xixixi cocok [4] banget kulit ku kombinasi deh repurchase kali ya lupa'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang aman [4] tuju promo langsung beli xixixi cocok [4] banget kulit ku kombinasi deh repurchase kali ya lupa, barang aman tuju promo langsung beli xixixi cocok banget kulit ku kombinasi deh repurchase kali ya lupa,['barang aman [4] tuju promo langsung beli xixixi cocok [4] banget kulit ku kombinasi deh repurchase kali ya lupa'],4,-1,positif
bintang guys kali coba mudah cocok muka ku kemas rapi aman banget perfect kirim lumayan jakarta,"{'classified_text': 'bintang guys kali coba mudah [3] cocok [4] muka ku kemas rapi [4] aman [6] banget perfect kirim lumayan [2] jakarta', 'tweet_text': ' bintang guys kali coba mudah cocok muka ku kemas rapi aman banget perfect kirim lumayan jakarta', 'sentence_score': ['bintang guys kali coba mudah [3] cocok [4] muka ku kemas rapi [4] aman [6] banget perfect kirim lumayan [2] jakarta'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}",bintang guys kali coba mudah [3] cocok [4] muka ku kemas rapi [4] aman [6] banget perfect kirim lumayan [2] jakarta, bintang guys kali coba mudah cocok muka ku kemas rapi aman banget perfect kirim lumayan jakarta,['bintang guys kali coba mudah [3] cocok [4] muka ku kemas rapi [4] aman [6] banget perfect kirim lumayan [2] jakarta'],6,-1,positif
murah habis,"{'classified_text': 'murah [2] habis', 'tweet_text': ' murah habis', 'sentence_score': ['murah [2] habis'], 'max_positive': 2, 'max_negative': -1, 'kelas': 'positif'}",murah [2] habis, murah habis,['murah [2] habis'],2,-1,positif
barang aman pakai kali lengket cepat kering langsung resap pakai bulan mudah han efek,"{'classified_text': 'barang aman [4] pakai kali lengket cepat [4] kering langsung resap pakai bulan mudah [3] han efek', 'tweet_text': ' barang aman pakai kali lengket cepat kering langsung resap pakai bulan mudah han efek', 'sentence_score': ['barang aman [4] pakai kali lengket cepat [4] kering langsung resap pakai bulan mudah [3] han efek'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang aman [4] pakai kali lengket cepat [4] kering langsung resap pakai bulan mudah [3] han efek, barang aman pakai kali lengket cepat kering langsung resap pakai bulan mudah han efek,['barang aman [4] pakai kali lengket cepat [4] kering langsung resap pakai bulan mudah [3] han efek'],4,-1,positif
coba,"{'classified_text': 'coba', 'tweet_text': ' coba', 'sentence_score': ['coba'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",coba, coba,['coba'],1,-1,netral
cocok,"{'classified_text': 'cocok [3]', 'tweet_text': ' cocok', 'sentence_score': ['cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3], cocok,['cocok [3]'],3,-1,positif
lucu banget kaca beli kaca terima kasih avoskinn moga cocok serum,"{'classified_text': 'lucu [5] banget kaca beli kaca terima kasih [4] avoskinn moga cocok [3] serum', 'tweet_text': ' lucu banget kaca beli kaca terima kasih avoskinn moga cocok serum', 'sentence_score': ['lucu [5] banget kaca beli kaca terima kasih [4] avoskinn moga cocok [3] serum'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",lucu [5] banget kaca beli kaca terima kasih [4] avoskinn moga cocok [3] serum, lucu banget kaca beli kaca terima kasih avoskinn moga cocok serum,['lucu [5] banget kaca beli kaca terima kasih [4] avoskinn moga cocok [3] serum'],5,-1,positif
gapapa pesan bonus kaca,"{'classified_text': 'gapapa pesan bonus [3] kaca', 'tweet_text': ' gapapa pesan bonus kaca', 'sentence_score': ['gapapa pesan bonus [3] kaca'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",gapapa pesan bonus [3] kaca, gapapa pesan bonus kaca,['gapapa pesan bonus [3] kaca'],3,-1,positif
kecewa tutup dalam seprti tempel tutup terima kasih bonus kaca,"{'classified_text': 'kecewa [-3] tutup dalam seprti tempel tutup terima kasih [4] bonus [4] kaca', 'tweet_text': ' kecewa tutup dalam seprti tempel tutup terima kasih bonus kaca', 'sentence_score': ['kecewa [-3] tutup dalam seprti tempel tutup terima kasih [4] bonus [4] kaca'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",kecewa [-3] tutup dalam seprti tempel tutup terima kasih [4] bonus [4] kaca, kecewa tutup dalam seprti tempel tutup terima kasih bonus kaca,['kecewa [-3] tutup dalam seprti tempel tutup terima kasih [4] bonus [4] kaca'],4,-3,positif
coba moga cocok kulit packing super aman terima kasih bonus cermin lipat moga berkah,"{'classified_text': 'coba moga cocok [3] kulit packing super [4] aman [5] terima kasih [4] bonus [4] cermin lipat moga berkah', 'tweet_text': ' coba moga cocok kulit packing super aman terima kasih bonus cermin lipat moga berkah', 'sentence_score': ['coba moga cocok [3] kulit packing super [4] aman [5] terima kasih [4] bonus [4] cermin lipat moga berkah'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",coba moga cocok [3] kulit packing super [4] aman [5] terima kasih [4] bonus [4] cermin lipat moga berkah, coba moga cocok kulit packing super aman terima kasih bonus cermin lipat moga berkah,['coba moga cocok [3] kulit packing super [4] aman [5] terima kasih [4] bonus [4] cermin lipat moga berkah'],5,-1,positif
coba moga cocok kulit emas ama banget dobel kardus paper wrap kirim wajar jogja bdg thanks kasih bonus moga berkah,"{'classified_text': 'coba moga cocok [3] kulit emas [4] ama banget dobel kardus paper wrap kirim wajar [3] jogja bdg thanks kasih bonus [3] moga berkah', 'tweet_text': ' coba moga cocok kulit emas ama banget dobel kardus paper wrap kirim wajar jogja bdg thanks kasih bonus moga berkah', 'sentence_score': ['coba moga cocok [3] kulit emas [4] ama banget dobel kardus paper wrap kirim wajar [3] jogja bdg thanks kasih bonus [3] moga berkah'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",coba moga cocok [3] kulit emas [4] ama banget dobel kardus paper wrap kirim wajar [3] jogja bdg thanks kasih bonus [3] moga berkah, coba moga cocok kulit emas ama banget dobel kardus paper wrap kirim wajar jogja bdg thanks kasih bonus moga berkah,['coba moga cocok [3] kulit emas [4] ama banget dobel kardus paper wrap kirim wajar [3] jogja bdg thanks kasih bonus [3] moga berkah'],4,-1,positif
minggu nih kalo belanja anyway thank you for the gift,"{'classified_text': 'minggu nih kalo belanja anyway thank you for the gift', 'tweet_text': ' minggu nih kalo belanja anyway thank you for the gift', 'sentence_score': ['minggu nih kalo belanja anyway thank you for the gift'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",minggu nih kalo belanja anyway thank you for the gift, minggu nih kalo belanja anyway thank you for the gift,['minggu nih kalo belanja anyway thank you for the gift'],1,-1,netral
paket lama terima beli des des hayo,"{'classified_text': 'paket lama [-2] terima beli des des hayo', 'tweet_text': ' paket lama terima beli des des hayo', 'sentence_score': ['paket lama [-2] terima beli des des hayo'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",paket lama [-2] terima beli des des hayo, paket lama terima beli des des hayo,['paket lama [-2] terima beli des des hayo'],1,-2,negatif
moga bagus bulu mata ya,"{'classified_text': 'moga bagus [4] bulu [-1] mata ya', 'tweet_text': ' moga bagus bulu mata ya', 'sentence_score': ['moga bagus [4] bulu [-1] mata ya'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",moga bagus [4] bulu [-1] mata ya, moga bagus bulu mata ya,['moga bagus [4] bulu [-1] mata ya'],4,-1,positif
produk bagus cocok melembabkan bibir kering kirim aman cepat,"{'classified_text': 'produk bagus [4] cocok [4] melembabkan bibir kering kirim aman [4] cepat [5]', 'tweet_text': ' produk bagus cocok melembabkan bibir kering kirim aman cepat', 'sentence_score': ['produk bagus [4] cocok [4] melembabkan bibir kering kirim aman [4] cepat [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",produk bagus [4] cocok [4] melembabkan bibir kering kirim aman [4] cepat [5], produk bagus cocok melembabkan bibir kering kirim aman cepat,['produk bagus [4] cocok [4] melembabkan bibir kering kirim aman [4] cepat [5]'],5,-1,positif
oke cocok kulit,"{'classified_text': 'oke [3] cocok [4] kulit', 'tweet_text': ' oke cocok kulit', 'sentence_score': ['oke [3] cocok [4] kulit'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",oke [3] cocok [4] kulit, oke cocok kulit,['oke [3] cocok [4] kulit'],4,-1,positif
ihiww bonus thank you,"{'classified_text': 'ihiww bonus [3] thank you', 'tweet_text': ' ihiww bonus thank you', 'sentence_score': ['ihiww bonus [3] thank you'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",ihiww bonus [3] thank you, ihiww bonus thank you,['ihiww bonus [3] thank you'],3,-1,positif
kirim,"{'classified_text': 'kirim', 'tweet_text': ' kirim', 'sentence_score': ['kirim'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",kirim, kirim,['kirim'],1,-1,netral
kali coba kirim aman free cermin terima kasih avoskin,"{'classified_text': 'kali coba kirim aman [4] free cermin terima kasih [4] avoskin', 'tweet_text': ' kali coba kirim aman free cermin terima kasih avoskin', 'sentence_score': ['kali coba kirim aman [4] free cermin terima kasih [4] avoskin'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",kali coba kirim aman [4] free cermin terima kasih [4] avoskin, kali coba kirim aman free cermin terima kasih avoskin,['kali coba kirim aman [4] free cermin terima kasih [4] avoskin'],4,-1,positif
aman bahagia bonus langgan kali beli thank you avoo,"{'classified_text': 'aman [4] bahagia [5] bonus [4] langgan kali beli thank you avoo', 'tweet_text': ' aman bahagia bonus langgan kali beli thank you avoo', 'sentence_score': ['aman [4] bahagia [5] bonus [4] langgan kali beli thank you avoo'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",aman [4] bahagia [5] bonus [4] langgan kali beli thank you avoo, aman bahagia bonus langgan kali beli thank you avoo,['aman [4] bahagia [5] bonus [4] langgan kali beli thank you avoo'],5,-1,positif
tunggu banget kirim jakarta timur jawa timur moga cocok pakai beli travel size emas aman,"{'classified_text': 'tunggu banget kirim jakarta timur jawa timur moga cocok [3] pakai beli travel size emas [4] aman [5]', 'tweet_text': ' tunggu banget kirim jakarta timur jawa timur moga cocok pakai beli travel size emas aman', 'sentence_score': ['tunggu banget kirim jakarta timur jawa timur moga cocok [3] pakai beli travel size emas [4] aman [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",tunggu banget kirim jakarta timur jawa timur moga cocok [3] pakai beli travel size emas [4] aman [5], tunggu banget kirim jakarta timur jawa timur moga cocok pakai beli travel size emas aman,['tunggu banget kirim jakarta timur jawa timur moga cocok [3] pakai beli travel size emas [4] aman [5]'],5,-1,positif
skin type kombinasi skin concern kulit kusam tekstur kasar tua barusan pakai malam tekstur kental warna bening bau usap wajah butuh kali serap tau efek muka mesti tunggu besok pagi overall oke,"{'classified_text': 'skin type kombinasi skin concern kulit kusam [-3] tekstur kasar [-3] tua [-5] barusan pakai malam tekstur kental warna bening [3] bau [-4] usap wajah butuh kali serap tau efek muka mesti tunggu besok pagi overall oke [3]', 'tweet_text': ' skin type kombinasi skin concern kulit kusam tekstur kasar tua barusan pakai malam tekstur kental warna bening bau usap wajah butuh kali serap tau efek muka mesti tunggu besok pagi overall oke', 'sentence_score': ['skin type kombinasi skin concern kulit kusam [-3] tekstur kasar [-3] tua [-5] barusan pakai malam tekstur kental warna bening [3] bau [-4] usap wajah butuh kali serap tau efek muka mesti tunggu besok pagi overall oke [3]'], 'max_positive': 3, 'max_negative': -5, 'kelas': 'negatif'}",skin type kombinasi skin concern kulit kusam [-3] tekstur kasar [-3] tua [-5] barusan pakai malam tekstur kental warna bening [3] bau [-4] usap wajah butuh kali serap tau efek muka mesti tunggu besok pagi overall oke [3], skin type kombinasi skin concern kulit kusam tekstur kasar tua barusan pakai malam tekstur kental warna bening bau usap wajah butuh kali serap tau efek muka mesti tunggu besok pagi overall oke,['skin type kombinasi skin concern kulit kusam [-3] tekstur kasar [-3] tua [-5] barusan pakai malam tekstur kental warna bening [3] bau [-4] usap wajah butuh kali serap tau efek muka mesti tunggu besok pagi overall oke [3]'],3,-5,negatif
senang banget iseng war harga doang coba coba susu recommended pakai bumil busui moga cocok thank you avoskin,"{'classified_text': 'senang [5] banget iseng war harga doang [-2] coba coba susu recommended pakai bumil busui moga cocok [3] thank you avoskin', 'tweet_text': ' senang banget iseng war harga doang coba coba susu recommended pakai bumil busui moga cocok thank you avoskin', 'sentence_score': ['senang [5] banget iseng war harga doang [-2] coba coba susu recommended pakai bumil busui moga cocok [3] thank you avoskin'], 'max_positive': 5, 'max_negative': -2, 'kelas': 'positif'}",senang [5] banget iseng war harga doang [-2] coba coba susu recommended pakai bumil busui moga cocok [3] thank you avoskin, senang banget iseng war harga doang coba coba susu recommended pakai bumil busui moga cocok thank you avoskin,['senang [5] banget iseng war harga doang [-2] coba coba susu recommended pakai bumil busui moga cocok [3] thank you avoskin'],5,-2,positif
wishlist penuh cari pelembab cerah moist tokped murah terima kasih avoskin tokped,"{'classified_text': 'wishlist penuh [3] cari pelembab cerah [4] moist tokped murah [2] terima kasih [4] avoskin tokped', 'tweet_text': ' wishlist penuh cari pelembab cerah moist tokped murah terima kasih avoskin tokped', 'sentence_score': ['wishlist penuh [3] cari pelembab cerah [4] moist tokped murah [2] terima kasih [4] avoskin tokped'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",wishlist penuh [3] cari pelembab cerah [4] moist tokped murah [2] terima kasih [4] avoskin tokped, wishlist penuh cari pelembab cerah moist tokped murah terima kasih avoskin tokped,['wishlist penuh [3] cari pelembab cerah [4] moist tokped murah [2] terima kasih [4] avoskin tokped'],4,-1,positif
salah comfort serum bikin kulit halus lembut,"{'classified_text': 'salah [-4] comfort serum bikin kulit halus [3] lembut [5]', 'tweet_text': ' salah comfort serum bikin kulit halus lembut', 'sentence_score': ['salah [-4] comfort serum bikin kulit halus [3] lembut [5]'], 'max_positive': 5, 'max_negative': -4, 'kelas': 'positif'}",salah [-4] comfort serum bikin kulit halus [3] lembut [5], salah comfort serum bikin kulit halus lembut,['salah [-4] comfort serum bikin kulit halus [3] lembut [5]'],5,-4,positif
tekstur kental pakai moga sesuai klaim,"{'classified_text': 'tekstur kental pakai moga sesuai [3] klaim', 'tweet_text': ' tekstur kental pakai moga sesuai klaim', 'sentence_score': ['tekstur kental pakai moga sesuai [3] klaim'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",tekstur kental pakai moga sesuai [3] klaim, tekstur kental pakai moga sesuai klaim,['tekstur kental pakai moga sesuai [3] klaim'],3,-1,positif
iseng coba produk avoskin juara pakai malam bangun tidur wajah auto cerah plumpy minyak pakai serum,"{'classified_text': 'iseng coba produk avoskin juara pakai malam bangun tidur wajah auto cerah [4] plumpy minyak pakai serum', 'tweet_text': ' iseng coba produk avoskin juara pakai malam bangun tidur wajah auto cerah plumpy minyak pakai serum', 'sentence_score': ['iseng coba produk avoskin juara pakai malam bangun tidur wajah auto cerah [4] plumpy minyak pakai serum'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",iseng coba produk avoskin juara pakai malam bangun tidur wajah auto cerah [4] plumpy minyak pakai serum, iseng coba produk avoskin juara pakai malam bangun tidur wajah auto cerah plumpy minyak pakai serum,['iseng coba produk avoskin juara pakai malam bangun tidur wajah auto cerah [4] plumpy minyak pakai serum'],4,-1,positif
coba moga cocok bikin kering,"{'classified_text': 'coba moga cocok [3] bikin kering', 'tweet_text': ' coba moga cocok bikin kering', 'sentence_score': ['coba moga cocok [3] bikin kering'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",coba moga cocok [3] bikin kering, coba moga cocok bikin kering,['coba moga cocok [3] bikin kering'],3,-1,positif
turut sih exfoliating toner baik tau deh botol berapa saking cinta,"{'classified_text': 'turut sih exfoliating toner baik [4] tau deh botol berapa saking cinta [5]', 'tweet_text': ' turut sih exfoliating toner baik tau deh botol berapa saking cinta', 'sentence_score': ['turut sih exfoliating toner baik [4] tau deh botol berapa saking cinta [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",turut sih exfoliating toner baik [4] tau deh botol berapa saking cinta [5], turut sih exfoliating toner baik tau deh botol berapa saking cinta,['turut sih exfoliating toner baik [4] tau deh botol berapa saking cinta [5]'],5,-1,positif
suka alhamdulillah cocok,"{'classified_text': 'suka [4] alhamdulillah cocok [3]', 'tweet_text': ' suka alhamdulillah cocok', 'sentence_score': ['suka [4] alhamdulillah cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",suka [4] alhamdulillah cocok [3], suka alhamdulillah cocok,['suka [4] alhamdulillah cocok [3]'],4,-1,positif
eye ampoule nya mudah resap kali maki timbul alergi,"{'classified_text': 'eye ampoule nya mudah [3] resap kali maki timbul alergi', 'tweet_text': ' eye ampoule nya mudah resap kali maki timbul alergi', 'sentence_score': ['eye ampoule nya mudah [3] resap kali maki timbul alergi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",eye ampoule nya mudah [3] resap kali maki timbul alergi, eye ampoule nya mudah resap kali maki timbul alergi,['eye ampoule nya mudah [3] resap kali maki timbul alergi'],3,-1,positif
bagus banget minggu coba benar bagus kalo habis bangun tidur lembab lembut name tag lucu terima kasih ya,"{'classified_text': 'bagus [5] banget minggu coba benar [4] bagus [5] kalo habis bangun tidur lembab lembut [4] name tag lucu [4] terima kasih [4] ya', 'tweet_text': ' bagus banget minggu coba benar bagus kalo habis bangun tidur lembab lembut name tag lucu terima kasih ya', 'sentence_score': ['bagus [5] banget minggu coba benar [4] bagus [5] kalo habis bangun tidur lembab lembut [4] name tag lucu [4] terima kasih [4] ya'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",bagus [5] banget minggu coba benar [4] bagus [5] kalo habis bangun tidur lembab lembut [4] name tag lucu [4] terima kasih [4] ya, bagus banget minggu coba benar bagus kalo habis bangun tidur lembab lembut name tag lucu terima kasih ya,['bagus [5] banget minggu coba benar [4] bagus [5] kalo habis bangun tidur lembab lembut [4] name tag lucu [4] terima kasih [4] ya'],5,-1,positif
butek ya serum min coba alpha arbutin pakai niacinemed lihat hasil habis pakai,"{'classified_text': 'butek ya serum min coba alpha arbutin pakai niacinemed lihat hasil habis pakai', 'tweet_text': ' butek ya serum min coba alpha arbutin pakai niacinemed lihat hasil habis pakai', 'sentence_score': ['butek ya serum min coba alpha arbutin pakai niacinemed lihat hasil habis pakai'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",butek ya serum min coba alpha arbutin pakai niacinemed lihat hasil habis pakai, butek ya serum min coba alpha arbutin pakai niacinemed lihat hasil habis pakai,['butek ya serum min coba alpha arbutin pakai niacinemed lihat hasil habis pakai'],1,-1,netral
terima kasih paket exp mash,"{'classified_text': 'terima kasih [4] paket exp mash', 'tweet_text': ' terima kasih paket exp mash', 'sentence_score': ['terima kasih [4] paket exp mash'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4] paket exp mash, terima kasih paket exp mash,['terima kasih [4] paket exp mash'],4,-1,positif
harga ribu exp terima kasih avoskin,"{'classified_text': 'harga ribu exp terima kasih [4] avoskin', 'tweet_text': ' harga ribu exp terima kasih avoskin', 'sentence_score': ['harga ribu exp terima kasih [4] avoskin'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",harga ribu exp terima kasih [4] avoskin, harga ribu exp terima kasih avoskin,['harga ribu exp terima kasih [4] avoskin'],4,-1,positif
hoki banget terima kasih avoskin,"{'classified_text': 'hoki banget terima kasih [4] avoskin', 'tweet_text': ' hoki banget terima kasih avoskin', 'sentence_score': ['hoki banget terima kasih [4] avoskin'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",hoki banget terima kasih [4] avoskin, hoki banget terima kasih avoskin,['hoki banget terima kasih [4] avoskin'],4,-1,positif
cocok pakai bekas jerawat hilang,"{'classified_text': 'cocok [3] pakai bekas [-4] jerawat hilang [-3]', 'tweet_text': ' cocok pakai bekas jerawat hilang', 'sentence_score': ['cocok [3] pakai bekas [-4] jerawat hilang [-3]'], 'max_positive': 3, 'max_negative': -4, 'kelas': 'negatif'}",cocok [3] pakai bekas [-4] jerawat hilang [-3], cocok pakai bekas jerawat hilang,['cocok [3] pakai bekas [-4] jerawat hilang [-3]'],3,-4,negatif
ringan enak banget pakai,"{'classified_text': 'ringan enak [5] banget pakai', 'tweet_text': ' ringan enak banget pakai', 'sentence_score': ['ringan enak [5] banget pakai'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",ringan enak [5] banget pakai, ringan enak banget pakai,['ringan enak [5] banget pakai'],5,-1,positif
coba ngabisin next review kalo hasil,"{'classified_text': 'coba ngabisin next review kalo hasil', 'tweet_text': ' coba ngabisin next review kalo hasil', 'sentence_score': ['coba ngabisin next review kalo hasil'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",coba ngabisin next review kalo hasil, coba ngabisin next review kalo hasil,['coba ngabisin next review kalo hasil'],1,-1,netral
cocok banget oily skin kayak,"{'classified_text': 'cocok [4] banget oily skin kayak', 'tweet_text': ' cocok banget oily skin kayak', 'sentence_score': ['cocok [4] banget oily skin kayak'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",cocok [4] banget oily skin kayak, cocok banget oily skin kayak,['cocok [4] banget oily skin kayak'],4,-1,positif
pakai rasa halus muka,"{'classified_text': 'pakai rasa halus [3] muka', 'tweet_text': ' pakai rasa halus muka', 'sentence_score': ['pakai rasa halus [3] muka'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",pakai rasa halus [3] muka, pakai rasa halus muka,['pakai rasa halus [3] muka'],3,-1,positif
persis sesuai order customer service responsif packaging solid delivery gesit patut acung ol,"{'classified_text': 'persis sesuai [3] order customer service responsif packaging solid delivery gesit [3] patut [5] acung ol', 'tweet_text': ' persis sesuai order customer service responsif packaging solid delivery gesit patut acung ol', 'sentence_score': ['persis sesuai [3] order customer service responsif packaging solid delivery gesit [3] patut [5] acung ol'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",persis sesuai [3] order customer service responsif packaging solid delivery gesit [3] patut [5] acung ol, persis sesuai order customer service responsif packaging solid delivery gesit patut acung ol,['persis sesuai [3] order customer service responsif packaging solid delivery gesit [3] patut [5] acung ol'],5,-1,positif
barang aman packinya aman kali pakai moga cocok,"{'classified_text': 'barang aman [4] packinya aman [5] kali pakai moga cocok [3]', 'tweet_text': ' barang aman packinya aman kali pakai moga cocok', 'sentence_score': ['barang aman [4] packinya aman [5] kali pakai moga cocok [3]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",barang aman [4] packinya aman [5] kali pakai moga cocok [3], barang aman packinya aman kali pakai moga cocok,['barang aman [4] packinya aman [5] kali pakai moga cocok [3]'],5,-1,positif
